term_str,n,pos_max,pos_group,df,dfidf
cruiser,1,NN,NN,1,9.164906926675688
endas,1,JJ,JJ,1,9.164906926675688
saturnians,1,NNP,NN,1,9.164906926675688
noncompliance,1,JJ,JJ,1,9.164906926675688
commissionshush,1,VB,VB,1,9.164906926675688
morningthe,1,NNP,NN,1,9.164906926675688
whatrascality,1,NN,NN,1,9.164906926675688
incrusted,1,VBN,VB,1,9.164906926675688
reverberator,1,NN,NN,1,9.164906926675688
reputationwas,1,NN,NN,1,9.164906926675688
thispuffgeorge,1,NN,NN,1,9.164906926675688
reaumuri,1,NNP,NN,1,9.164906926675688
saracenic,1,NNP,NN,1,9.164906926675688
vegetating,1,NN,NN,1,9.164906926675688
neckwear,1,NN,NN,1,9.164906926675688
clacton,1,NNP,NN,1,9.164906926675688
cain,1,NNP,NN,1,9.164906926675688
printcum,1,VB,VB,1,9.164906926675688
djob,1,NNP,NN,1,9.164906926675688
hereunto,1,VBN,VB,1,9.164906926675688
coucourite,1,NNP,NN,1,9.164906926675688
hispano,1,NNP,NN,1,9.164906926675688
crucifix,1,NN,NN,1,9.164906926675688
seriatim,1,JJ,JJ,1,9.164906926675688
airless,1,JJ,JJ,1,9.164906926675688
calmperhaps,1,VBZ,VB,1,9.164906926675688
fergusonreply,1,NNP,NN,1,9.164906926675688
moans,1,NN,NN,1,9.164906926675688
yardthe,1,NNP,NN,1,9.164906926675688
conforms,1,VBZ,VB,1,9.164906926675688
vegetationchiefly,1,NN,NN,1,9.164906926675688
landa,1,JJ,JJ,1,9.164906926675688
wenches,1,NN,NN,1,9.164906926675688
loggoumtoolebecalmed,1,NNP,NN,1,9.164906926675688
usthat,1,JJ,JJ,1,9.164906926675688
yare,1,NNP,NN,1,9.164906926675688
saystashing,1,VBG,VB,1,9.164906926675688
infringed,1,VBD,VB,1,9.164906926675688
tb,1,NNP,NN,1,9.164906926675688
brantar,1,NNP,NN,1,9.164906926675688
shoaling,1,VBG,VB,1,9.164906926675688
hairpins,1,NNS,NN,1,9.164906926675688
crosswise,1,NN,NN,1,9.164906926675688
ungirt,1,JJ,JJ,1,9.164906926675688
odontognathes,1,NN,NN,1,9.164906926675688
servitudethe,1,NN,NN,1,9.164906926675688
troublous,1,JJ,JJ,1,9.164906926675688
nhamunda,1,NNP,NN,1,9.164906926675688
330000,1,CD,CD,1,9.164906926675688
publicationthe,1,JJ,JJ,1,9.164906926675688
reassemble,1,VB,VB,1,9.164906926675688
location,1,NN,NN,1,9.164906926675688
thoroughness,1,NN,NN,1,9.164906926675688
silentwatching,1,NNS,NN,1,9.164906926675688
theerroses,1,NN,NN,1,9.164906926675688
dessicating,1,NNP,NN,1,9.164906926675688
1790,1,CD,CD,1,9.164906926675688
gazzer,1,VB,VB,1,9.164906926675688
wifely,1,RB,RB,1,9.164906926675688
ritbut,1,NNP,NN,1,9.164906926675688
contesting,1,VBG,VB,1,9.164906926675688
stuttering,1,VBZ,VB,1,9.164906926675688
bronchial,1,JJ,JJ,1,9.164906926675688
himalmost,1,NN,NN,1,9.164906926675688
righttheres,1,VBP,VB,1,9.164906926675688
flunkey,1,NN,NN,1,9.164906926675688
temperamentally,1,RB,RB,1,9.164906926675688
revoir,1,NN,NN,1,9.164906926675688
unreciprocated,1,JJ,JJ,1,9.164906926675688
tiredmy,1,NN,NN,1,9.164906926675688
etnpmv,1,NN,NN,1,9.164906926675688
manexcept,1,NN,NN,1,9.164906926675688
amass,1,VB,VB,1,9.164906926675688
beethovens,1,NNP,NN,1,9.164906926675688
fogginess,1,NN,NN,1,9.164906926675688
joggling,1,NN,NN,1,9.164906926675688
ofwhat,1,WDT,WD,1,9.164906926675688
600000,1,CD,CD,1,9.164906926675688
fourths,1,NNS,NN,1,9.164906926675688
salebrous,1,NN,NN,1,9.164906926675688
facsimiled,1,VBN,VB,1,9.164906926675688
twinklers,1,NNS,NN,1,9.164906926675688
loutish,1,JJ,JJ,1,9.164906926675688
aspread,1,NNS,NN,1,9.164906926675688
276000000,1,CD,CD,1,9.164906926675688
horseless,1,NN,NN,1,9.164906926675688
appropriateness,1,NN,NN,1,9.164906926675688
tinned,1,VBN,VB,1,9.164906926675688
kara,1,NNP,NN,1,9.164906926675688
171,1,CD,CD,1,9.164906926675688
toobut,1,JJ,JJ,1,9.164906926675688
aver,1,VB,VB,1,9.164906926675688
sepulture,1,NN,NN,1,9.164906926675688
marco,1,NNP,NN,1,9.164906926675688
rightreally,1,NN,NN,1,9.164906926675688
curb,1,VB,VB,1,9.164906926675688
japanesy,1,NNP,NN,1,9.164906926675688
promethean,1,NNP,NN,1,9.164906926675688
tolled,1,VBD,VB,1,9.164906926675688
fanatic,1,NN,NN,1,9.164906926675688
monson,1,NNP,NN,1,9.164906926675688
wilkeses,1,NNP,NN,1,9.164906926675688
schonbein,1,NNP,NN,1,9.164906926675688
slop,1,VBP,VB,1,9.164906926675688
livesalways,1,NNS,NN,1,9.164906926675688
2543400,1,CD,CD,1,9.164906926675688
worthwhile,1,JJ,JJ,1,9.164906926675688
assenting,1,NN,NN,1,9.164906926675688
slicer,1,NN,NN,1,9.164906926675688
aber,1,NNP,NN,1,9.164906926675688
beholds,1,VBZ,VB,1,9.164906926675688
ranking,1,VBG,VB,1,9.164906926675688
transcended,1,VBD,VB,1,9.164906926675688
amends,1,NNS,NN,1,9.164906926675688
refractiona,1,VB,VB,1,9.164906926675688
divergency,1,NN,NN,1,9.164906926675688
fartherest,1,NN,NN,1,9.164906926675688
coppers,1,NNS,NN,1,9.164906926675688
rekindled,1,VBD,VB,1,9.164906926675688
sculpturebut,1,NN,NN,1,9.164906926675688
researching,1,VB,VB,1,9.164906926675688
roundelay,1,NN,NN,1,9.164906926675688
magnolias,1,NN,NN,1,9.164906926675688
waterinto,1,JJ,JJ,1,9.164906926675688
fondness,1,NN,NN,1,9.164906926675688
sharer,1,NN,NN,1,9.164906926675688
tarpaulins,1,VBZ,VB,1,9.164906926675688
panta,1,NNP,NN,1,9.164906926675688
vet,1,JJ,JJ,1,9.164906926675688
noseone,1,NN,NN,1,9.164906926675688
gossipfrom,1,NN,NN,1,9.164906926675688
experiencethe,1,NN,NN,1,9.164906926675688
pithis,1,NN,NN,1,9.164906926675688
georgeall,1,NNP,NN,1,9.164906926675688
beginningthe,1,NN,NN,1,9.164906926675688
pathetically,1,RB,RB,1,9.164906926675688
inextinguishable,1,JJ,JJ,1,9.164906926675688
seennot,1,VBN,VB,1,9.164906926675688
decolourise,1,VBP,VB,1,9.164906926675688
belladonna,1,NN,NN,1,9.164906926675688
infinitive,1,NNP,NN,1,9.164906926675688
635,1,CD,CD,1,9.164906926675688
1913,1,CD,CD,1,9.164906926675688
carline,1,NN,NN,1,9.164906926675688
tellmyself,1,VB,VB,1,9.164906926675688
voiceholding,1,NN,NN,1,9.164906926675688
precursor,1,NN,NN,1,9.164906926675688
notegreat,1,NN,NN,1,9.164906926675688
intruding,1,VBG,VB,1,9.164906926675688
pumas,1,NN,NN,1,9.164906926675688
tillage,1,IN,IN,1,9.164906926675688
sucker,1,NN,NN,1,9.164906926675688
noqueira,1,NNP,NN,1,9.164906926675688
edibles,1,JJ,JJ,1,9.164906926675688
transference,1,NN,NN,1,9.164906926675688
alonei,1,NN,NN,1,9.164906926675688
humbolt,1,NNP,NN,1,9.164906926675688
anchylosed,1,JJ,JJ,1,9.164906926675688
tremors,1,NN,NN,1,9.164906926675688
participant,1,NN,NN,1,9.164906926675688
shipload,1,NN,NN,1,9.164906926675688
becalmed,1,VBN,VB,1,9.164906926675688
shapeshuge,1,JJ,JJ,1,9.164906926675688
unbound,1,RB,RB,1,9.164906926675688
aspirgillum,1,NN,NN,1,9.164906926675688
wels,1,NNP,NN,1,9.164906926675688
tweaking,1,VBG,VB,1,9.164906926675688
hottentot,1,NNP,NN,1,9.164906926675688
polo,1,NNP,NN,1,9.164906926675688
rightway,1,VBP,VB,1,9.164906926675688
pundit,1,NN,NN,1,9.164906926675688
clumbus,1,NNP,NN,1,9.164906926675688
270,1,CD,CD,1,9.164906926675688
waytheyd,1,NN,NN,1,9.164906926675688
helpreply,1,NN,NN,1,9.164906926675688
ammonium,1,NN,NN,1,9.164906926675688
labelling,1,VBG,VB,1,9.164906926675688
daubed,1,JJ,JJ,1,9.164906926675688
frappdirty,1,NNP,NN,1,9.164906926675688
sceptic,1,JJ,JJ,1,9.164906926675688
spool,1,NN,NN,1,9.164906926675688
neuter,1,NN,NN,1,9.164906926675688
sol,1,NN,NN,1,9.164906926675688
levaillants,1,NNP,NN,1,9.164906926675688
candiote,1,NN,NN,1,9.164906926675688
lookedthose,1,VBP,VB,1,9.164906926675688
65th,1,CD,CD,1,9.164906926675688
miaow,1,NN,NN,1,9.164906926675688
stationers,1,NN,NN,1,9.164906926675688
deserta,1,NNP,NN,1,9.164906926675688
inexpressive,1,JJ,JJ,1,9.164906926675688
queries,1,NN,NN,1,9.164906926675688
goulds,1,NNP,NN,1,9.164906926675688
whow,1,NN,NN,1,9.164906926675688
cav,1,NN,NN,1,9.164906926675688
shellit,1,NN,NN,1,9.164906926675688
snorre,1,NNP,NN,1,9.164906926675688
gruntulous,1,JJ,JJ,1,9.164906926675688
nightingales,1,NNS,NN,1,9.164906926675688
realites,1,NNS,NN,1,9.164906926675688
borderer,1,NN,NN,1,9.164906926675688
starsand,1,NN,NN,1,9.164906926675688
reykjanes,1,NNP,NN,1,9.164906926675688
perch,1,NN,NN,1,9.164906926675688
clothfor,1,NN,NN,1,9.164906926675688
befits,1,VBZ,VB,1,9.164906926675688
cassanion,1,NNP,NN,1,9.164906926675688
participants,1,NN,NN,1,9.164906926675688
protrudes,1,NNS,NN,1,9.164906926675688
minos,1,NNP,NN,1,9.164906926675688
flotations,1,NN,NN,1,9.164906926675688
quabb,1,VB,VB,1,9.164906926675688
levaillant,1,NNP,NN,1,9.164906926675688
sixteenths,1,NNS,NN,1,9.164906926675688
holdi,1,VBP,VB,1,9.164906926675688
200000000,1,CD,CD,1,9.164906926675688
solicitudes,1,NN,NN,1,9.164906926675688
carfax,1,NNP,NN,1,9.164906926675688
pugnacity,1,NN,NN,1,9.164906926675688
unlocks,1,VBZ,VB,1,9.164906926675688
seapigs,1,NNP,NN,1,9.164906926675688
boundings,1,NN,NN,1,9.164906926675688
winging,1,VBG,VB,1,9.164906926675688
manila,1,NNP,NN,1,9.164906926675688
officiated,1,VBD,VB,1,9.164906926675688
sciencelearn,1,NN,NN,1,9.164906926675688
enshrined,1,VBN,VB,1,9.164906926675688
cambric,1,JJ,JJ,1,9.164906926675688
cancan,1,NN,NN,1,9.164906926675688
catarrh,1,NN,NN,1,9.164906926675688
bosoma,1,NN,NN,1,9.164906926675688
commixture,1,NN,NN,1,9.164906926675688
dressers,1,NNS,NN,1,9.164906926675688
deodorization,1,NN,NN,1,9.164906926675688
tricars,1,NNS,NN,1,9.164906926675688
thermometrical,1,JJ,JJ,1,9.164906926675688
friendnot,1,NN,NN,1,9.164906926675688
passageprudent,1,NNP,NN,1,9.164906926675688
overgrowing,1,VBG,VB,1,9.164906926675688
odours,1,NN,NN,1,9.164906926675688
ititénya,1,CD,CD,1,9.164906926675688
pussy,1,NNP,NN,1,9.164906926675688
maradi,1,NNP,NN,1,9.164906926675688
thenceforth,1,NN,NN,1,9.164906926675688
proposala,1,NNP,NN,1,9.164906926675688
medicaments,1,NNS,NN,1,9.164906926675688
scorcher,1,NN,NN,1,9.164906926675688
sentimentally,1,VB,VB,1,9.164906926675688
czech,1,NNP,NN,1,9.164906926675688
moutheda,1,NN,NN,1,9.164906926675688
unsanctioned,1,JJ,JJ,1,9.164906926675688
onegave,1,VB,VB,1,9.164906926675688
signifying,1,VBG,VB,1,9.164906926675688
chaldea,1,NN,NN,1,9.164906926675688
hahn,1,NNP,NN,1,9.164906926675688
picrate,1,NN,NN,1,9.164906926675688
altogetherand,1,VBP,VB,1,9.164906926675688
likelylike,1,NN,NN,1,9.164906926675688
mercyits,1,NN,NN,1,9.164906926675688
scaphanders,1,NNP,NN,1,9.164906926675688
joeperhaps,1,NNP,NN,1,9.164906926675688
englandto,1,NNP,NN,1,9.164906926675688
supposefor,1,VBP,VB,1,9.164906926675688
asphalt,1,NNP,NN,1,9.164906926675688
30400000,1,CD,CD,1,9.164906926675688
hobbs,1,NNP,NN,1,9.164906926675688
fuego,1,NNP,NN,1,9.164906926675688
thenbe,1,NNP,NN,1,9.164906926675688
racer,1,NN,NN,1,9.164906926675688
ityou,1,JJ,JJ,1,9.164906926675688
inexactness,1,NN,NN,1,9.164906926675688
korvorting,1,VBG,VB,1,9.164906926675688
ruse,1,NN,NN,1,9.164906926675688
rugose,1,NN,NN,1,9.164906926675688
l80,1,NNP,NN,1,9.164906926675688
classifier,1,NN,NN,1,9.164906926675688
ou,1,NNP,NN,1,9.164906926675688
gossome,1,NNP,NN,1,9.164906926675688
hadley,1,NNP,NN,1,9.164906926675688
sidings,1,NN,NN,1,9.164906926675688
capuro,1,NNP,NN,1,9.164906926675688
facelay,1,NN,NN,1,9.164906926675688
maiming,1,NNS,NN,1,9.164906926675688
sumatra,1,NNP,NN,1,9.164906926675688
entitle,1,VB,VB,1,9.164906926675688
houseat,1,JJ,JJ,1,9.164906926675688
blondin,1,NNP,NN,1,9.164906926675688
pentelique,1,NNP,NN,1,9.164906926675688
urchin,1,IN,IN,1,9.164906926675688
pastuca,1,NNP,NN,1,9.164906926675688
enchased,1,VBN,VB,1,9.164906926675688
sankore,1,NNP,NN,1,9.164906926675688
1814,1,CD,CD,1,9.164906926675688
unkind,1,JJ,JJ,1,9.164906926675688
averaged,1,VBD,VB,1,9.164906926675688
resta,1,NN,NN,1,9.164906926675688
hydrocarbons,1,NNS,NN,1,9.164906926675688
nobleness,1,NN,NN,1,9.164906926675688
unsportsmanlike,1,NN,NN,1,9.164906926675688
saceharinum,1,VBD,VB,1,9.164906926675688
sedative,1,JJ,JJ,1,9.164906926675688
snowcaps,1,NNS,NN,1,9.164906926675688
parisians,1,NNPS,NN,1,9.164906926675688
croakers,1,NN,NN,1,9.164906926675688
harangues,1,NN,NN,1,9.164906926675688
thatju,1,NN,NN,1,9.164906926675688
quærerewas,1,RB,RB,1,9.164906926675688
barbary,1,NNP,NN,1,9.164906926675688
refrigerant,1,JJ,JJ,1,9.164906926675688
coatwas,1,NN,NN,1,9.164906926675688
placeits,1,NN,NN,1,9.164906926675688
sitwith,1,VBP,VB,1,9.164906926675688
downhearted,1,JJ,JJ,1,9.164906926675688
8660,1,CD,CD,1,9.164906926675688
amasenas,1,NNP,NN,1,9.164906926675688
neverexcept,1,IN,IN,1,9.164906926675688
seaand,1,NN,NN,1,9.164906926675688
wheezed,1,VBN,VB,1,9.164906926675688
piteous,1,JJ,JJ,1,9.164906926675688
negotiating,1,VBG,VB,1,9.164906926675688
oriented,1,VBN,VB,1,9.164906926675688
littlesome,1,JJ,JJ,1,9.164906926675688
mundum,1,NN,NN,1,9.164906926675688
spiderlike,1,NN,NN,1,9.164906926675688
chapman,1,NNP,NN,1,9.164906926675688
thudthudthud,1,NN,NN,1,9.164906926675688
measurably,1,RB,RB,1,9.164906926675688
dinnerbefore,1,NN,NN,1,9.164906926675688
availablehe,1,VBN,VB,1,9.164906926675688
sagouins,1,NNS,NN,1,9.164906926675688
jousting,1,NN,NN,1,9.164906926675688
mannerwith,1,NN,NN,1,9.164906926675688
equilibrio,1,NN,NN,1,9.164906926675688
flouncey,1,JJ,JJ,1,9.164906926675688
pinpoints,1,NNS,NN,1,9.164906926675688
5670,1,CD,CD,1,9.164906926675688
tableaux,1,NNS,NN,1,9.164906926675688
byronic,1,NNP,NN,1,9.164906926675688
1749,1,CD,CD,1,9.164906926675688
510,1,CD,CD,1,9.164906926675688
cools,1,NNS,NN,1,9.164906926675688
haply,1,NN,NN,1,9.164906926675688
yakoust,1,NNP,NN,1,9.164906926675688
ruffley,1,NN,NN,1,9.164906926675688
145,1,CD,CD,1,9.164906926675688
maltreatment,1,NN,NN,1,9.164906926675688
rosesdont,1,NN,NN,1,9.164906926675688
miradors,1,NN,NN,1,9.164906926675688
uphill,1,JJ,JJ,1,9.164906926675688
hacks,1,VBZ,VB,1,9.164906926675688
puckering,1,VBG,VB,1,9.164906926675688
chouas,1,NNP,NN,1,9.164906926675688
winnemucca,1,NNP,NN,1,9.164906926675688
emeralds,1,NNS,NN,1,9.164906926675688
emancipators,1,NNS,NN,1,9.164906926675688
chucklebut,1,NN,NN,1,9.164906926675688
butit,1,NNP,NN,1,9.164906926675688
euxinus,1,NNP,NN,1,9.164906926675688
earthlight,1,NN,NN,1,9.164906926675688
bunkers,1,NN,NN,1,9.164906926675688
kringla,1,NNP,NN,1,9.164906926675688
orgasm,1,NN,NN,1,9.164906926675688
corduroy,1,NN,NN,1,9.164906926675688
irritate,1,VB,VB,1,9.164906926675688
mbenbutree,1,NNP,NN,1,9.164906926675688
appoint,1,VBP,VB,1,9.164906926675688
moodor,1,NN,NN,1,9.164906926675688
cognizant,1,JJ,JJ,1,9.164906926675688
hectored,1,VBD,VB,1,9.164906926675688
awayhad,1,VBD,VB,1,9.164906926675688
constance,1,NNP,NN,1,9.164906926675688
ujugi,1,NN,NN,1,9.164906926675688
hata,1,NN,NN,1,9.164906926675688
afrika,1,NNP,NN,1,9.164906926675688
apter,1,NN,NN,1,9.164906926675688
anima,1,JJ,JJ,1,9.164906926675688
munificence,1,NN,NN,1,9.164906926675688
burford,1,NNP,NN,1,9.164906926675688
apricots,1,VBZ,VB,1,9.164906926675688
tilta,1,NN,NN,1,9.164906926675688
245,1,CD,CD,1,9.164906926675688
ajee,1,NN,NN,1,9.164906926675688
silfaxand,1,NN,NN,1,9.164906926675688
1665,1,NNP,NN,1,9.164906926675688
sunsetflora,1,NNP,NN,1,9.164906926675688
diverged,1,VBD,VB,1,9.164906926675688
scintillant,1,JJ,JJ,1,9.164906926675688
veal,1,NN,NN,1,9.164906926675688
seafrog,1,NN,NN,1,9.164906926675688
talkingthings,1,NNS,NN,1,9.164906926675688
nassik,1,NNP,NN,1,9.164906926675688
damme,1,NNP,NN,1,9.164906926675688
resound,1,NN,NN,1,9.164906926675688
horizontheyre,1,NN,NN,1,9.164906926675688
personalthat,1,IN,IN,1,9.164906926675688
cajaru,1,NNP,NN,1,9.164906926675688
warma,1,NN,NN,1,9.164906926675688
commandcothope,1,NN,NN,1,9.164906926675688
onejust,1,JJ,JJ,1,9.164906926675688
slantingways,1,NNS,NN,1,9.164906926675688
derivation,1,NN,NN,1,9.164906926675688
furnishinga,1,NNP,NN,1,9.164906926675688
resins,1,NN,NN,1,9.164906926675688
delightand,1,NN,NN,1,9.164906926675688
businessslack,1,JJ,JJ,1,9.164906926675688
trustful,1,JJ,JJ,1,9.164906926675688
desavanchers,1,NNP,NN,1,9.164906926675688
nooks,1,NNS,NN,1,9.164906926675688
lopped,1,JJ,JJ,1,9.164906926675688
surest,1,JJS,JJ,1,9.164906926675688
wavelike,1,JJ,JJ,1,9.164906926675688
unhinged,1,JJ,JJ,1,9.164906926675688
tulips,1,NNS,NN,1,9.164906926675688
pitatus,1,NN,NN,1,9.164906926675688
besideswhy,1,NN,NN,1,9.164906926675688
bestows,1,NNS,NN,1,9.164906926675688
wraiths,1,NNS,NN,1,9.164906926675688
unexpectednay,1,JJ,JJ,1,9.164906926675688
amalgamate,1,VB,VB,1,9.164906926675688
readingi,1,NN,NN,1,9.164906926675688
manasseh,1,NNP,NN,1,9.164906926675688
1512,1,CD,CD,1,9.164906926675688
kamschatcha,1,NNP,NN,1,9.164906926675688
seea,1,VB,VB,1,9.164906926675688
saharafor,1,NNP,NN,1,9.164906926675688
hygrometer,1,NN,NN,1,9.164906926675688
beechwood,1,NN,NN,1,9.164906926675688
odier,1,NNP,NN,1,9.164906926675688
granaries,1,NN,NN,1,9.164906926675688
conquerer,1,NN,NN,1,9.164906926675688
kingsdown,1,NNP,NN,1,9.164906926675688
centered,1,VBN,VB,1,9.164906926675688
gantlet,1,NN,NN,1,9.164906926675688
hellish,1,VB,VB,1,9.164906926675688
ejectment,1,NN,NN,1,9.164906926675688
frappes,1,NNP,NN,1,9.164906926675688
wason,1,NN,NN,1,9.164906926675688
darius,1,NNP,NN,1,9.164906926675688
itwell,1,JJ,JJ,1,9.164906926675688
detailscalculation,1,NNP,NN,1,9.164906926675688
cashiers,1,NN,NN,1,9.164906926675688
diggings,1,NN,NN,1,9.164906926675688
informations,1,NN,NN,1,9.164906926675688
rosaries,1,NNS,NN,1,9.164906926675688
mome,1,NNP,NN,1,9.164906926675688
clumsier,1,JJR,JJ,1,9.164906926675688
louvre,1,NNP,NN,1,9.164906926675688
peninsulas,1,NN,NN,1,9.164906926675688
86630,1,CD,CD,1,9.164906926675688
departureloss,1,NNP,NN,1,9.164906926675688
unpacking,1,VBG,VB,1,9.164906926675688
wetter,1,NN,NN,1,9.164906926675688
morningsto,1,NN,NN,1,9.164906926675688
dionysius,1,NNP,NN,1,9.164906926675688
thousandth,1,JJ,JJ,1,9.164906926675688
jingo,1,NN,NN,1,9.164906926675688
exfoliated,1,VBD,VB,1,9.164906926675688
animalswhich,1,JJ,JJ,1,9.164906926675688
chronicler,1,NN,NN,1,9.164906926675688
battling,1,VBG,VB,1,9.164906926675688
stroking,1,VBG,VB,1,9.164906926675688
unfriendliness,1,JJ,JJ,1,9.164906926675688
terraceon,1,NN,NN,1,9.164906926675688
toadbut,1,NN,NN,1,9.164906926675688
xyloidine,1,VBD,VB,1,9.164906926675688
montgomerywith,1,NNP,NN,1,9.164906926675688
sapucaias,1,NNP,NN,1,9.164906926675688
rattlings,1,NNS,NN,1,9.164906926675688
toppled,1,VBN,VB,1,9.164906926675688
uncoil,1,VB,VB,1,9.164906926675688
unmelodious,1,JJ,JJ,1,9.164906926675688
decker,1,NN,NN,1,9.164906926675688
princing,1,NN,NN,1,9.164906926675688
epidermis,1,NN,NN,1,9.164906926675688
achilles,1,NNP,NN,1,9.164906926675688
tinging,1,VBG,VB,1,9.164906926675688
postponement,1,NN,NN,1,9.164906926675688
decreeing,1,VBG,VB,1,9.164906926675688
mariona,1,NNP,NN,1,9.164906926675688
dunghill,1,NN,NN,1,9.164906926675688
admonished,1,VBD,VB,1,9.164906926675688
aouelim,1,NNP,NN,1,9.164906926675688
lignites,1,NN,NN,1,9.164906926675688
listenednothing,1,VBG,VB,1,9.164906926675688
dhiouleba,1,NNP,NN,1,9.164906926675688
gameits,1,NN,NN,1,9.164906926675688
safeguards,1,NN,NN,1,9.164906926675688
notthey,1,NNS,NN,1,9.164906926675688
oceanso,1,VB,VB,1,9.164906926675688
upona,1,JJ,JJ,1,9.164906926675688
waitresses,1,NNS,NN,1,9.164906926675688
revenges,1,VBZ,VB,1,9.164906926675688
opportuneness,1,VBP,VB,1,9.164906926675688
methey,1,VB,VB,1,9.164906926675688
panet,1,NNP,NN,1,9.164906926675688
disant,1,NN,NN,1,9.164906926675688
breakages,1,NNS,NN,1,9.164906926675688
leo,1,NNP,NN,1,9.164906926675688
ocelot,1,NNP,NN,1,9.164906926675688
livingfor,1,PDT,PD,1,9.164906926675688
hydrangeas,1,NN,NN,1,9.164906926675688
fragrances,1,NNS,NN,1,9.164906926675688
secluding,1,VBG,VB,1,9.164906926675688
effrontery,1,NN,NN,1,9.164906926675688
labres,1,VBZ,VB,1,9.164906926675688
30deg,1,CD,CD,1,9.164906926675688
leaseholds,1,NNS,NN,1,9.164906926675688
maimed,1,VBN,VB,1,9.164906926675688
ascendent,1,JJ,JJ,1,9.164906926675688
thales,1,NNP,NN,1,9.164906926675688
cretaceous,1,NNP,NN,1,9.164906926675688
towel,1,NN,NN,1,9.164906926675688
titled,1,VBN,VB,1,9.164906926675688
connivance,1,NN,NN,1,9.164906926675688
retract,1,VB,VB,1,9.164906926675688
meanness,1,NN,NN,1,9.164906926675688
smite,1,VB,VB,1,9.164906926675688
kirkland,1,NNP,NN,1,9.164906926675688
hampsted,1,NNP,NN,1,9.164906926675688
kidnapped,1,VBZ,VB,1,9.164906926675688
startin,1,NN,NN,1,9.164906926675688
gambols,1,NNS,NN,1,9.164906926675688
seatluckily,1,NN,NN,1,9.164906926675688
tyrant,1,NN,NN,1,9.164906926675688
knowneven,1,VBN,VB,1,9.164906926675688
repertoire,1,NN,NN,1,9.164906926675688
soldierly,1,RB,RB,1,9.164906926675688
oust,1,VB,VB,1,9.164906926675688
conventionalshe,1,NN,NN,1,9.164906926675688
partarrieau,1,NNP,NN,1,9.164906926675688
hilli,1,NNP,NN,1,9.164906926675688
testifies,1,NN,NN,1,9.164906926675688
gore,1,NNP,NN,1,9.164906926675688
aving,1,VBG,VB,1,9.164906926675688
mammy,1,NN,NN,1,9.164906926675688
rewhitened,1,NN,NN,1,9.164906926675688
belaboured,1,VBD,VB,1,9.164906926675688
oceanic,1,JJ,JJ,1,9.164906926675688
bole,1,NN,NN,1,9.164906926675688
cymbal,1,NN,NN,1,9.164906926675688
overseeing,1,VBG,VB,1,9.164906926675688
lowlands,1,NNP,NN,1,9.164906926675688
herehead,1,VBP,VB,1,9.164906926675688
morgat,1,NNP,NN,1,9.164906926675688
groomed,1,VBN,VB,1,9.164906926675688
doura,1,NN,NN,1,9.164906926675688
cockroach,1,NNP,NN,1,9.164906926675688
caddie,1,NN,NN,1,9.164906926675688
benzoline,1,NN,NN,1,9.164906926675688
groundings,1,NN,NN,1,9.164906926675688
tuition,1,NN,NN,1,9.164906926675688
timea,1,JJ,JJ,1,9.164906926675688
heh,1,NN,NN,1,9.164906926675688
growlings,1,NN,NN,1,9.164906926675688
penitentiaries,1,NN,NN,1,9.164906926675688
abyssnothing,1,NN,NN,1,9.164906926675688
axles,1,NN,NN,1,9.164906926675688
burbling,1,VBG,VB,1,9.164906926675688
shoutin,1,NN,NN,1,9.164906926675688
ringleader,1,NN,NN,1,9.164906926675688
collarettes,1,NNS,NN,1,9.164906926675688
arousing,1,VBG,VB,1,9.164906926675688
laleham,1,NNP,NN,1,9.164906926675688
humanitys,1,JJ,JJ,1,9.164906926675688
1847,1,CD,CD,1,9.164906926675688
monohydrate,1,VB,VB,1,9.164906926675688
lungbarnes,1,NNP,NN,1,9.164906926675688
styles,1,NNS,NN,1,9.164906926675688
carolled,1,VBD,VB,1,9.164906926675688
thocht,1,NN,NN,1,9.164906926675688
feckless,1,JJ,JJ,1,9.164906926675688
orderless,1,JJ,JJ,1,9.164906926675688
frenchthe,1,NNP,NN,1,9.164906926675688
froebel,1,NNP,NN,1,9.164906926675688
judgeship,1,NN,NN,1,9.164906926675688
shackles,1,NNS,NN,1,9.164906926675688
assassinate,1,VB,VB,1,9.164906926675688
juster,1,NN,NN,1,9.164906926675688
badpractically,1,NN,NN,1,9.164906926675688
cafes,1,NN,NN,1,9.164906926675688
moping,1,VBG,VB,1,9.164906926675688
valkyries,1,NNS,NN,1,9.164906926675688
lapels,1,NNS,NN,1,9.164906926675688
rubemhe,1,NNP,NN,1,9.164906926675688
gardentreesfountainsarbourslakes,1,NN,NN,1,9.164906926675688
seville,1,NNP,NN,1,9.164906926675688
cranks,1,NNS,NN,1,9.164906926675688
donti,1,NNS,NN,1,9.164906926675688
reined,1,VBN,VB,1,9.164906926675688
lunching,1,NN,NN,1,9.164906926675688
tardily,1,RB,RB,1,9.164906926675688
ilabiledi,1,VB,VB,1,9.164906926675688
disavows,1,VBZ,VB,1,9.164906926675688
oratory,1,NN,NN,1,9.164906926675688
vicissitude,1,NNP,NN,1,9.164906926675688
roomshullo,1,NN,NN,1,9.164906926675688
smellgood,1,NN,NN,1,9.164906926675688
coveringthe,1,NNP,NN,1,9.164906926675688
phipps,1,VB,VB,1,9.164906926675688
votre,1,JJ,JJ,1,9.164906926675688
suctional,1,JJ,JJ,1,9.164906926675688
