term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,stop
recross,3,7,1.6889514426460239e-06,19.175440718071073,VB,1,{'VB'},0
recrossed,1,9,5.629838142153413e-07,20.76040321879223,VBD,1,{'VBD'},0
recrossing,3,10,1.6889514426460239e-06,19.175440718071073,VBG,2,"{'VBG', 'NN'}",0
recrudescence,3,13,1.6889514426460239e-06,19.175440718071073,NN,1,{'NN'},0
recruit,2,7,1.1259676284306826e-06,19.76040321879223,VBZ,2,"{'VBZ', 'VBP'}",0
rectangle,2,9,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
rectangles,2,10,1.1259676284306826e-06,19.76040321879223,JJ,1,{'JJ'},0
rectangular,3,11,1.6889514426460239e-06,19.175440718071073,JJ,1,{'JJ'},0
rectification,2,13,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
rectifications,1,14,5.629838142153413e-07,20.76040321879223,NNS,1,{'NNS'},0
rectify,3,7,1.6889514426460239e-06,19.175440718071073,VB,1,{'VB'},0
rectifying,2,10,1.1259676284306826e-06,19.76040321879223,VBG,1,{'VBG'},0
rectilinear,3,11,1.6889514426460239e-06,19.175440718071073,JJ,1,{'JJ'},0
rectitude,1,9,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
rector,6,6,3.3779028852920477e-06,18.175440718071073,NNP,2,"{'NN', 'NNP'}",0
recumbent,3,9,1.6889514426460239e-06,19.175440718071073,NN,2,"{'JJ', 'NN'}",0
recuperate,2,10,1.1259676284306826e-06,19.76040321879223,VB,1,{'VB'},0
recuperative,1,12,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
recur,8,5,4.50387051372273e-06,17.76040321879223,VB,1,{'VB'},0
recurred,13,8,7.318789584799437e-06,17.059963500651136,VBD,5,"{'NN', 'VBD', 'VBN', 'VBZ', 'VBP'}",0
recurrence,5,10,2.8149190710767066e-06,18.43847512390487,NN,1,{'NN'},0
recurrencies,2,12,1.1259676284306826e-06,19.76040321879223,NNS,1,{'NNS'},0
recurrent,2,9,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
recurring,1,9,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
recurs,4,6,2.251935256861365e-06,18.76040321879223,VBZ,2,"{'VBZ', 'NN'}",0
red,511,3,0.0002876847290640394,11.763223737854608,JJ,7,"{'VB', 'NN', 'VBD', 'NNS', 'VBP', 'JJ', 'NNP'}",0
redd,2,4,1.1259676284306826e-06,19.76040321879223,VB,1,{'VB'},0
reddened,7,8,3.940886699507389e-06,17.953048296734625,VBN,5,"{'VB', 'NN', 'VBD', 'VBN', 'JJ'}",0
redder,1,6,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
redding,2,7,1.1259676284306826e-06,19.76040321879223,VBG,1,{'VBG'},0
reddish,29,7,1.6326530612244897e-05,15.902422223664658,JJ,4,"{'VBN', 'VB', 'JJ', 'NN'}",0
redecorated,1,11,5.629838142153413e-07,20.76040321879223,VBN,1,{'VBN'},0
redeem,1,6,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
redeeming,2,9,1.1259676284306826e-06,19.76040321879223,NN,2,"{'VBG', 'NN'}",0
redemption,14,10,7.881773399014778e-06,16.953048296734625,NN,2,"{'NN', 'NNP'}",0
redescend,2,9,1.1259676284306826e-06,19.76040321879223,VB,1,{'VB'},0
redescended,2,11,1.1259676284306826e-06,19.76040321879223,VBD,1,{'VBD'},0
redgauntlet,1,11,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
redgrave,3,8,1.6889514426460239e-06,19.175440718071073,NNP,1,{'NNP'},0
rediscover,2,10,1.1259676284306826e-06,19.76040321879223,VB,2,"{'VB', 'VBP'}",0
rediscovered,1,12,5.629838142153413e-07,20.76040321879223,VBD,1,{'VBD'},0
rediscovery,4,11,2.251935256861365e-06,18.76040321879223,NN,1,{'NN'},0
redistributing,2,14,1.1259676284306826e-06,19.76040321879223,VBG,1,{'VBG'},0
redistribution,4,14,2.251935256861365e-06,18.76040321879223,NN,2,"{'NN', 'NNP'}",0
redly,4,5,2.251935256861365e-06,18.76040321879223,RB,3,"{'NNS', 'NN', 'RB'}",0
redmaynes,2,9,1.1259676284306826e-06,19.76040321879223,NNP,1,{'NNP'},0
redness,3,7,1.6889514426460239e-06,19.175440718071073,NN,1,{'NN'},0
redolent,2,8,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
redouble,2,8,1.1259676284306826e-06,19.76040321879223,VB,2,"{'VB', 'JJ'}",0
redoubled,30,9,1.6889514426460238e-05,15.853512623183711,VBD,5,"{'VB', 'NN', 'VBD', 'VBN', 'JJ'}",0
redoubling,2,10,1.1259676284306826e-06,19.76040321879223,NN,2,"{'VBG', 'NN'}",0
redoubt,2,7,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
redoubtable,6,11,3.3779028852920477e-06,18.175440718071073,JJ,1,{'JJ'},0
reds,2,4,1.1259676284306826e-06,19.76040321879223,NNS,1,{'NNS'},0
redthe,1,6,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
reduce,26,6,1.4637579169598874e-05,16.059963500651136,VB,1,{'VB'},0
reduced,102,7,5.742434904996481e-05,14.087977876820734,VBN,6,"{'VB', 'VBD', 'VBG', 'VBN', 'VBZ', 'JJ'}",0
reducing,6,8,3.3779028852920477e-06,18.175440718071073,VBG,1,{'VBG'},0
reduct,2,6,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
reductio,2,8,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
reduction,10,9,5.629838142153413e-06,17.43847512390487,NN,1,{'NN'},0
redwood,1,7,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
reed,5,4,2.8149190710767066e-06,18.43847512390487,NN,1,{'NN'},0
reeds,48,5,2.7023223082336382e-05,15.175440718071073,NNS,4,"{'VBZ', 'NN', 'VB', 'NNS'}",0
reedson,1,7,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
reedy,3,5,1.6889514426460239e-06,19.175440718071073,NN,1,{'NN'},0
reef,24,4,1.3511611541168191e-05,16.175440718071073,NN,1,{'NN'},0
reefed,5,6,2.8149190710767066e-06,18.43847512390487,NNS,4,"{'NN', 'JJ', 'NNS', 'VBD'}",0
reefs,28,5,1.5763546798029555e-05,15.953048296734625,NN,4,"{'NNS', 'VB', 'JJ', 'NN'}",0
reek,10,4,5.629838142153413e-06,17.43847512390487,NN,1,{'NN'},0
reeked,1,6,5.629838142153413e-07,20.76040321879223,VBD,1,{'VBD'},0
reekie,3,6,1.6889514426460239e-06,19.175440718071073,NNP,1,{'NNP'},0
reeking,4,7,2.251935256861365e-06,18.76040321879223,VBG,1,{'VBG'},0
reeks,5,5,2.8149190710767066e-06,18.43847512390487,NN,2,"{'VBZ', 'NN'}",0
reel,8,4,4.50387051372273e-06,17.76040321879223,NN,3,"{'VB', 'VBP', 'NN'}",0
reeled,11,6,6.192821956368755e-06,17.30097160015493,VBD,3,"{'VBN', 'NN', 'VBD'}",0
reeling,9,7,5.066854327938072e-06,17.59047821734992,VBG,4,"{'VBG', 'NN', 'VB', 'NNS'}",0
reels,1,5,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
reely,3,5,1.6889514426460239e-06,19.175440718071073,NN,2,"{'NN', 'VBD'}",0
reembarked,1,10,5.629838142153413e-07,20.76040321879223,VBD,1,{'VBD'},0
reentered,3,9,1.6889514426460239e-06,19.175440718071073,VBD,1,{'VBD'},0
reestablish,3,11,1.6889514426460239e-06,19.175440718071073,VB,1,{'VB'},0
reeved,1,6,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
refastened,1,10,5.629838142153413e-07,20.76040321879223,VBD,1,{'VBD'},0
refastening,1,11,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
refer,20,5,1.1259676284306827e-05,16.43847512390487,VB,3,"{'VBP', 'VB', 'NN'}",0
referee,2,7,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
reference,51,9,2.8712174524982406e-05,15.087977876820734,NN,1,{'NN'},0
references,5,10,2.8149190710767066e-06,18.43847512390487,NNS,2,"{'NN', 'NNS'}",0
referred,17,8,9.570724841660802e-06,16.67294037754189,VBD,2,"{'VBN', 'VBD'}",0
referring,8,9,4.50387051372273e-06,17.76040321879223,VBG,1,{'VBG'},0
refers,8,6,4.50387051372273e-06,17.76040321879223,NNS,3,"{'VBZ', 'NN', 'NNS'}",0
refilled,1,8,5.629838142153413e-07,20.76040321879223,VBN,1,{'VBN'},0
refine,9,6,5.066854327938072e-06,17.59047821734992,VB,2,"{'VBP', 'VB'}",0
refined,16,7,9.00774102744546e-06,16.76040321879223,JJ,4,"{'VBN', 'JJ', 'NN', 'VBD'}",0
refinement,12,10,6.7558057705840954e-06,17.175440718071073,NN,1,{'NN'},0
refinements,2,11,1.1259676284306826e-06,19.76040321879223,NNS,1,{'NNS'},0
refiners,2,8,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
refining,1,8,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
reflect,33,7,1.8578465869106263e-05,15.716009099433776,VB,4,"{'VBP', 'VB', 'NN', 'JJ'}",0
reflected,100,9,5.629838142153413e-05,14.116547029017505,VBD,7,"{'VB', 'NN', 'VBD', 'VBN', 'VBZ', 'VBP', 'JJ'}",0
reflecting,34,10,1.9141449683321604e-05,15.67294037754189,VBG,3,"{'VBG', 'NN', 'VBD'}",0
reflection,86,10,4.8416608022519355e-05,14.334138464090131,NN,4,"{'VBZ', 'VB', 'JJ', 'NN'}",0
reflections,43,11,2.4208304011259678e-05,15.334138464090131,NNS,3,"{'NN', 'VBP', 'NNS'}",0
reflectionsa,1,12,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
reflectionsthe,1,14,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
reflective,3,10,1.6889514426460239e-06,19.175440718071073,JJ,2,"{'JJ', 'NN'}",0
reflectively,2,12,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
reflector,12,9,6.7558057705840954e-06,17.175440718071073,NN,1,{'NN'},0
reflectors,4,10,2.251935256861365e-06,18.76040321879223,NN,1,{'NN'},0
reflects,7,8,3.940886699507389e-06,17.953048296734625,VBD,2,"{'VBZ', 'VBD'}",0
reflexed,1,8,5.629838142153413e-07,20.76040321879223,VBN,1,{'VBN'},0
reflexion,1,9,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
refloat,2,7,1.1259676284306826e-06,19.76040321879223,VB,1,{'VB'},0
reform,43,6,2.4208304011259678e-05,15.334138464090131,NNP,2,"{'NN', 'NNP'}",0
reformata,1,9,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
reformation,5,11,2.8149190710767066e-06,18.43847512390487,NNP,2,"{'NN', 'NNP'}",0
reformed,5,8,2.8149190710767066e-06,18.43847512390487,NN,4,"{'VBP', 'VBN', 'JJ', 'NN'}",0
reformer,4,8,2.251935256861365e-06,18.76040321879223,NN,1,{'NN'},0
reforming,2,9,1.1259676284306826e-06,19.76040321879223,VBG,1,{'VBG'},0
reforms,3,7,1.6889514426460239e-06,19.175440718071073,NNS,1,{'NNS'},0
refract,1,7,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
refracted,11,9,6.192821956368755e-06,17.30097160015493,VBN,4,"{'VBP', 'VB', 'VBN', 'JJ'}",0
refracting,3,10,1.6889514426460239e-06,19.175440718071073,VBG,2,"{'VBG', 'NN'}",0
refraction,24,10,1.3511611541168191e-05,16.175440718071073,NN,2,"{'JJ', 'NN'}",0
refractiona,1,11,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
refractive,6,10,3.3779028852920477e-06,18.175440718071073,JJ,1,{'JJ'},0
refractiveness,1,14,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
refractory,5,10,2.8149190710767066e-06,18.43847512390487,NN,1,{'NN'},0
refracts,3,8,1.6889514426460239e-06,19.175440718071073,NNS,2,"{'VBZ', 'NNS'}",0
refrain,26,7,1.4637579169598874e-05,16.059963500651136,VB,2,"{'VB', 'NN'}",0
refrainaloola,1,13,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
refrained,8,9,4.50387051372273e-06,17.76040321879223,VBD,4,"{'VBP', 'VBN', 'NN', 'VBD'}",0
refraining,2,10,1.1259676284306826e-06,19.76040321879223,VBG,1,{'VBG'},0
refresh,4,7,2.251935256861365e-06,18.76040321879223,VB,2,"{'VB', 'NNP'}",0
refreshed,25,9,1.4074595355383532e-05,16.116547029017504,VBN,4,"{'VBN', 'NN', 'VBD', 'JJ'}",0
refreshing,12,10,6.7558057705840954e-06,17.175440718071073,NN,2,"{'VBG', 'NN'}",0
refreshingly,2,12,1.1259676284306826e-06,19.76040321879223,RB,2,"{'VB', 'RB'}",0
refreshment,40,11,2.2519352568613653e-05,15.438475123904867,NN,4,"{'VBP', 'VB', 'JJ', 'NN'}",0
refreshments,1,12,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
refrigerant,1,11,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
refuge,120,6,6.755805770584095e-05,13.853512623183711,NN,4,"{'NNS', 'JJ', 'NN', 'VBP'}",0
refugees,7,8,3.940886699507389e-06,17.953048296734625,NNS,1,{'NNS'},0
refuges,8,7,4.50387051372273e-06,17.76040321879223,NNS,1,{'NNS'},0
refusal,12,7,6.7558057705840954e-06,17.175440718071073,NN,1,{'NN'},0
refusals,2,8,1.1259676284306826e-06,19.76040321879223,NNS,1,{'NNS'},0
refuse,53,6,2.983814215341309e-05,15.03248276422903,VB,5,"{'VB', 'NN', 'VBD', 'VBP', 'JJ'}",0
refused,70,7,3.940886699507389e-05,14.631120201847263,VBD,6,"{'VB', 'NN', 'VBD', 'VBN', 'VBP', 'JJ'}",0
refusepasses,1,12,5.629838142153413e-07,20.76040321879223,VBZ,1,{'VBZ'},0
refuses,4,7,2.251935256861365e-06,18.76040321879223,VBZ,2,"{'VBZ', 'NNP'}",0
refusing,5,8,2.8149190710767066e-06,18.43847512390487,VBG,1,{'VBG'},0
refute,3,6,1.6889514426460239e-06,19.175440718071073,VB,1,{'VB'},0
regain,27,6,1.5200562983814215e-05,16.00551571662876,VB,2,"{'VBP', 'VB'}",0
regained,33,8,1.8578465869106263e-05,15.716009099433776,VBD,4,"{'VBN', 'NN', 'VBD', 'JJ'}",0
regaining,9,9,5.066854327938072e-06,17.59047821734992,VBG,1,{'VBG'},0
regal,5,5,2.8149190710767066e-06,18.43847512390487,JJ,3,"{'VB', 'JJ', 'NN'}",0
regaled,3,7,1.6889514426460239e-06,19.175440718071073,VBD,2,"{'VBN', 'VBD'}",0
regaling,1,8,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
regard,156,6,8.782547501759325e-05,13.475000999929982,NN,3,"{'VBP', 'VB', 'NN'}",0
regarded,123,8,6.924700914848698e-05,13.817888713452989,VBD,4,"{'VBN', 'NN', 'VBD', 'JJ'}",0
regarding,145,9,8.163265306122449e-05,13.580494128777294,VBG,1,{'VBG'},0
regardless,32,10,1.801548205489092e-05,15.760403218792229,NN,3,"{'JJ', 'NN', 'RB'}",0
regards,25,7,1.4074595355383532e-05,16.116547029017504,VBZ,3,"{'VBZ', 'NNS', 'VBD'}",0
regatta,1,7,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
regenerator,1,11,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
regent,7,6,3.940886699507389e-06,17.953048296734625,NNP,1,{'NNP'},0
regents,9,7,5.066854327938072e-06,17.59047821734992,NNP,1,{'NNP'},0
regimen,16,7,9.00774102744546e-06,16.76040321879223,NN,3,"{'NNS', 'NN', 'NNP'}",0
regimenand,1,10,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
regimens,2,8,1.1259676284306826e-06,19.76040321879223,NNS,1,{'NNS'},0
regiment,22,8,1.238564391273751e-05,16.30097160015493,NN,2,"{'NN', 'NNP'}",0
regimental,1,10,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
regiments,4,9,2.251935256861365e-06,18.76040321879223,NN,2,"{'NNS', 'NN'}",0
region,143,6,8.050668543279381e-05,13.60053188201384,NN,3,"{'VBZ', 'NN', 'VBD'}",0
regions,193,7,0.00010865587614356087,13.16794618152415,NNS,4,"{'NN', 'VB', 'JJ', 'NNS'}",0
register,13,8,7.318789584799437e-06,17.059963500651136,VB,2,"{'VB', 'NN'}",0
registered,16,10,9.00774102744546e-06,16.76040321879223,VBD,3,"{'VBZ', 'VBN', 'VBD'}",0
registering,3,11,1.6889514426460239e-06,19.175440718071073,VBG,1,{'VBG'},0
registers,7,9,3.940886699507389e-06,17.953048296734625,NN,3,"{'NNS', 'VBZ', 'NN'}",0
registrar,4,9,2.251935256861365e-06,18.76040321879223,NNP,1,{'NNP'},0
registrars,1,10,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
registration,4,12,2.251935256861365e-06,18.76040321879223,NN,1,{'NN'},0
registry,6,8,3.3779028852920477e-06,18.175440718071073,NN,2,"{'VBP', 'NN'}",0
reglar,2,6,1.1259676284306826e-06,19.76040321879223,JJ,1,{'JJ'},0
regnault,3,8,1.6889514426460239e-06,19.175440718071073,NNP,2,"{'NN', 'NNP'}",0
regret,71,6,3.997185080928923e-05,14.610656099287548,NN,6,"{'VB', 'NN', 'VBD', 'VBN', 'VBP', 'JJ'}",0
regretful,1,9,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
regretfully,2,11,1.1259676284306826e-06,19.76040321879223,RB,1,{'RB'},0
regrets,11,7,6.192821956368755e-06,17.30097160015493,NN,4,"{'NNS', 'VB', 'NN', 'NNP'}",0
regrettable,4,11,2.251935256861365e-06,18.76040321879223,JJ,1,{'JJ'},0
regretted,21,9,1.1822660098522168e-05,16.36808579601347,VBD,2,"{'VBN', 'VBD'}",0
regretting,6,10,3.3779028852920477e-06,18.175440718071073,VBG,1,{'VBG'},0
regular,138,7,7.76917663617171e-05,13.65187876201406,JJ,4,"{'NNS', 'VB', 'JJ', 'NN'}",0
regularity,21,10,1.1822660098522168e-05,16.36808579601347,NN,1,{'NN'},0
regularly,38,9,2.139338494018297e-05,15.512475705348644,RB,5,"{'VB', 'NN', 'RB', 'JJ', 'NNP'}",0
regulate,10,8,5.629838142153413e-06,17.43847512390487,VB,1,{'VB'},0
regulated,7,9,3.940886699507389e-06,17.953048296734625,VBN,2,"{'VBN', 'JJ'}",0
regulates,1,9,5.629838142153413e-07,20.76040321879223,VBZ,1,{'VBZ'},0
regulating,2,10,1.1259676284306826e-06,19.76040321879223,VBG,1,{'VBG'},0
regulation,11,10,6.192821956368755e-06,17.30097160015493,NN,1,{'NN'},0
regulations,11,11,6.192821956368755e-06,17.30097160015493,NN,2,"{'NNS', 'NN'}",0
regulator,3,9,1.6889514426460239e-06,19.175440718071073,NN,2,"{'NN', 'NNP'}",0
regulators,1,10,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
rehabilitate,2,12,1.1259676284306826e-06,19.76040321879223,VB,1,{'VB'},0
rehabilitated,2,13,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
rehabilitation,9,14,5.066854327938072e-06,17.59047821734992,NN,1,{'NN'},0
rehearsal,1,9,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
rehearse,1,8,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
rehearsed,1,9,5.629838142153413e-07,20.76040321879223,VBN,1,{'VBN'},0
rehearsing,2,10,1.1259676284306826e-06,19.76040321879223,NN,2,"{'VBG', 'NN'}",0
reichenbach,1,11,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
reign,13,5,7.318789584799437e-06,17.059963500651136,NN,3,"{'VB', 'NN', 'NNP'}",0
reigned,32,7,1.801548205489092e-05,15.760403218792229,VBD,3,"{'VBN', 'NN', 'VBD'}",0
reigning,2,8,1.1259676284306826e-06,19.76040321879223,VBG,1,{'VBG'},0
reigns,4,6,2.251935256861365e-06,18.76040321879223,VBZ,3,"{'VBZ', 'JJ', 'NNS'}",0
reillumine,1,10,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
rein,3,4,1.6889514426460239e-06,19.175440718071073,NN,2,"{'NNS', 'NN'}",0
reindeer,2,8,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
reindeers,1,9,5.629838142153413e-07,20.76040321879223,NNS,1,{'NNS'},0
reined,1,6,5.629838142153413e-07,20.76040321879223,VBN,1,{'VBN'},0
reinflated,1,10,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
reinforce,1,9,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
reinforced,12,10,6.7558057705840954e-06,17.175440718071073,VBD,4,"{'VBN', 'NN', 'VBD', 'JJ'}",0
reinforcement,1,13,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
reinforcements,1,14,5.629838142153413e-07,20.76040321879223,NNS,1,{'NNS'},0
reinforcing,1,11,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
reining,1,7,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
reins,4,5,2.251935256861365e-06,18.76040321879223,NN,2,"{'NN', 'NNS'}",0
reinstate,3,9,1.6889514426460239e-06,19.175440718071073,VB,1,{'VB'},0
reinstated,1,10,5.629838142153413e-07,20.76040321879223,VBN,1,{'VBN'},0
reinstatement,1,13,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
reinstating,1,11,5.629838142153413e-07,20.76040321879223,VBG,1,{'VBG'},0
reintegration,1,13,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
reinvent,1,8,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
reinvigorated,2,13,1.1259676284306826e-06,19.76040321879223,VBN,1,{'VBN'},0
reis,12,4,6.7558057705840954e-06,17.175440718071073,NN,1,{'NN'},0
reiset,3,6,1.6889514426460239e-06,19.175440718071073,NNP,2,"{'NN', 'NNP'}",0
reissue,2,7,1.1259676284306826e-06,19.76040321879223,VB,1,{'VB'},0
reiterated,13,10,7.318789584799437e-06,17.059963500651136,VBN,4,"{'VBN', 'JJ', 'NN', 'VBD'}",0
reiterating,2,11,1.1259676284306826e-06,19.76040321879223,NN,2,"{'VBG', 'NN'}",0
reiteration,2,11,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
reject,7,6,3.940886699507389e-06,17.953048296734625,VB,2,"{'VBP', 'VB'}",0
rejected,10,8,5.629838142153413e-06,17.43847512390487,VBD,5,"{'VB', 'NN', 'VBD', 'VBN', 'JJ'}",0
rejecting,5,9,2.8149190710767066e-06,18.43847512390487,VBG,2,"{'VBG', 'NN'}",0
rejection,3,9,1.6889514426460239e-06,19.175440718071073,NN,1,{'NN'},0
rejoice,8,7,4.50387051372273e-06,17.76040321879223,VB,3,"{'VBP', 'VB', 'NN'}",0
rejoiced,5,8,2.8149190710767066e-06,18.43847512390487,VBN,2,"{'VBN', 'VBD'}",0
rejoices,1,8,5.629838142153413e-07,20.76040321879223,VBP,1,{'VBP'},0
rejoicing,16,9,9.00774102744546e-06,16.76040321879223,VBG,3,"{'VBG', 'VB', 'NN'}",0
rejoicings,3,10,1.6889514426460239e-06,19.175440718071073,NNS,1,{'NNS'},0
rejoin,17,6,9.570724841660802e-06,16.67294037754189,VB,2,"{'VBP', 'VB'}",0
rejoinder,8,9,4.50387051372273e-06,17.76040321879223,NN,1,{'NN'},0
rejoined,69,8,3.884588318085855e-05,14.65187876201406,VBD,4,"{'VBP', 'VBN', 'VBD', 'JJ'}",0
rejoining,3,9,1.6889514426460239e-06,19.175440718071073,VBG,1,{'VBG'},0
rejuvenescent,1,13,5.629838142153413e-07,20.76040321879223,JJ,1,{'JJ'},0
reka,1,4,5.629838142153413e-07,20.76040321879223,NNP,1,{'NNP'},0
rekindle,1,8,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
rekindled,1,9,5.629838142153413e-07,20.76040321879223,VBD,1,{'VBD'},0
relapse,3,7,1.6889514426460239e-06,19.175440718071073,NN,1,{'NN'},0
relapsed,10,8,5.629838142153413e-06,17.43847512390487,VBD,3,"{'VBN', 'VBD', 'JJ'}",0
relapses,4,8,2.251935256861365e-06,18.76040321879223,NNS,2,"{'NN', 'NNS'}",0
relapsing,3,9,1.6889514426460239e-06,19.175440718071073,VBG,1,{'VBG'},0
relate,15,6,8.444757213230119e-06,16.85351262318371,VB,2,"{'VB', 'NN'}",0
related,33,7,1.8578465869106263e-05,15.716009099433776,VBN,5,"{'NN', 'VBD', 'VBN', 'VBP', 'JJ'}",0
relates,8,7,4.50387051372273e-06,17.76040321879223,VBZ,3,"{'VBZ', 'NN', 'VBD'}",0
relating,7,8,3.940886699507389e-06,17.953048296734625,VBG,1,{'VBG'},0
relation,82,8,4.616467276565799e-05,14.402851214174145,NN,1,{'NN'},0
relations,51,9,2.8712174524982406e-05,15.087977876820734,NNS,2,"{'NN', 'NNS'}",0
relationsas,1,11,5.629838142153413e-07,20.76040321879223,VBP,1,{'VBP'},0
relationship,27,12,1.5200562983814215e-05,16.00551571662876,NN,2,"{'JJ', 'NN'}",0
relationships,19,13,1.0696692470091485e-05,16.512475705348646,NNS,3,"{'NN', 'VB', 'NNS'}",0
relative,37,8,2.083040112596763e-05,15.55094985316328,JJ,3,"{'VBP', 'JJ', 'NN'}",0
relatively,31,10,1.745249824067558e-05,15.806206908405354,RB,1,{'RB'},0
relatives,7,9,3.940886699507389e-06,17.953048296734625,NN,3,"{'NNS', 'FW', 'NN'}",0
relax,2,5,1.1259676284306826e-06,19.76040321879223,VB,2,"{'VB', 'VBP'}",0
relaxation,11,10,6.192821956368755e-06,17.30097160015493,NN,1,{'NN'},0
relaxed,13,7,7.318789584799437e-06,17.059963500651136,NN,6,"{'NN', 'VBD', 'VBN', 'VBZ', 'VBP', 'JJ'}",0
relaxes,1,7,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
relaxing,2,8,1.1259676284306826e-06,19.76040321879223,NN,2,"{'VBG', 'NN'}",0
relay,2,5,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
relaying,1,8,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
relays,7,6,3.940886699507389e-06,17.953048296734625,NN,3,"{'NNS', 'NN', 'NNP'}",0
release,43,7,2.4208304011259678e-05,15.334138464090131,NN,3,"{'VBP', 'VB', 'NN'}",0
released,40,8,2.2519352568613653e-05,15.438475123904867,VBN,4,"{'VBZ', 'VBN', 'NN', 'VBD'}",0
releasedneeded,1,14,5.629838142153413e-07,20.76040321879223,VBN,1,{'VBN'},0
releases,4,8,2.251935256861365e-06,18.76040321879223,VBZ,2,"{'VBZ', 'NN'}",0
releasing,5,9,2.8149190710767066e-06,18.43847512390487,VBG,1,{'VBG'},0
relegated,2,9,1.1259676284306826e-06,19.76040321879223,VBD,2,"{'VBN', 'VBD'}",0
relent,1,6,5.629838142153413e-07,20.76040321879223,VB,1,{'VB'},0
relented,1,8,5.629838142153413e-07,20.76040321879223,VBD,1,{'VBD'},0
relentless,9,10,5.066854327938072e-06,17.59047821734992,NN,2,"{'JJ', 'NN'}",0
relentlessly,3,12,1.6889514426460239e-06,19.175440718071073,RB,2,"{'JJ', 'RB'}",0
relentlesss,1,11,5.629838142153413e-07,20.76040321879223,NN,1,{'NN'},0
relevance,2,9,1.1259676284306826e-06,19.76040321879223,NN,1,{'NN'},0
reliable,5,8,2.8149190710767066e-06,18.43847512390487,JJ,2,"{'JJ', 'NN'}",0
